id,programma,subprogramma,entiteit,project,deelproject,locatie,budget2025,budget2026,budget2027,budget_total,investment_years,start_year,municipality_codes,municipality_names
gip-0240,Asset Management,Waterwegen,De Vlaamse Waterweg,KRL. Structurele herstelling sluis Ooigem.,KRL. Structurele herstelling sluis Ooigem.,Wielsbeke,0.0,355000.0,0.0,355000.0,2026,2026,37017,Wielsbeke
gip-0241,Asset Management,Waterwegen,De Vlaamse Waterweg,Leie - oplossen bottleneck jaagpad bij firma Geldof (F7),Leie - oplossen bottleneck jaagpad bij firma Geldof (F7),Harelbeke,0.0,300000.0,0.0,300000.0,2026,2026,34013,Harelbeke
gip-0242,Asset Management,Waterwegen,De Vlaamse Waterweg,Nieuwe fiets- en voetgangersbrug sas Ruisbroek,Nieuwe fiets- en voetgangersbrug sas Ruisbroek,Sint-Pieters-Leeuw,0.0,50000.0,0.0,50000.0,2026,2026,23077,Sint-Pieters-Leeuw
gip-0243,Asset Management,Waterwegen,De Vlaamse Waterweg,Opvullen overdieptes kaaimuren Boven-Schelde,Opvullen overdieptes kaaimuren Boven-Schelde,Oudenaarde,0.0,500000.0,0.0,500000.0,2026,2026,45035,Oudenaarde
gip-0244,Asset Management,Waterwegen,De Vlaamse Waterweg,Opwaardering kanaal naar Charleroi,Herbouw Bospoortbrug te halle - regulier,Halle,0.0,1282000.0,0.0,1282000.0,2026,2026,23027,Halle
gip-0245,Asset Management,Waterwegen,De Vlaamse Waterweg,Opwaardering kanaal naar Charleroi,Opwaardering kanaal naar Charleroi - fases 1 tem 4,Kanaal naar Charleroi,0.0,490000.0,0.0,490000.0,2026,2026,52011,Charleroi
gip-0246,Asset Management,Waterwegen,De Vlaamse Waterweg,Opwaardering kanaal naar Charleroi,Opwaardering kanaal naar Charleroi - verwerving,Kanaal naar Charleroi,0.0,100000.0,0.0,100000.0,2026,2026,52011,Charleroi
gip-0247,Asset Management,Waterwegen,De Vlaamse Waterweg,Renovatie kaaien doortocht Halle,Renovatie kaaien doortocht Halle,Halle,0.0,470000.0,0.0,470000.0,2026,2026,23027,Halle
gip-0248,Asset Management,Waterwegen,De Vlaamse Waterweg,Renovatie kaaimuur Wiedauwkaai (incl. kade Varo) te Gent,Renovatie kaaimuur Wiedauwkaai (incl. kade Varo) te Gent,Gent,0.0,280000.0,0.0,280000.0,2026,2026,44021,Gent
gip-0249,Asset Management,Waterwegen,De Vlaamse Waterweg,Renovatie muren Dijledoortocht in Mechelen (Binnendijle),Renovatie muren Dijledoortocht in Mechelen (Binnendijle) - studie,Mechelen,0.0,670000.0,0.0,670000.0,2026,2026,12025,Mechelen
gip-0250,Asset Management,Waterwegen,De Vlaamse Waterweg,Structurele herstellingswerken Neeroeteren - Geisteren,Structurele herstellingswerken Neeroeteren - Geisteren,Maaseik,0.0,255000.0,0.0,255000.0,2026,2026,72021,Maaseik
gip-0251,Asset Management,Waterwegen,De Vlaamse Waterweg,"Zeekanaal Brussel-Schelde - Herstellen jaagpaden in Willebroek (Tisselt), Kapelle-Op-Den-Bos en Zemst (F23)","Zeekanaal Brussel-Schelde - Herstellen jaagpaden in Willebroek (Tisselt), Kapelle-Op-Den-Bos en Zemst (F23)",Kanaal Brussel-Schelde,0.0,1000000.0,0.0,1000000.0,2026,2026,21004,Brussel
gip-0252,Diversen en recurrente kosten,Datasecurity en NIS1,Agentschap Wegen En Verkeer,Beveiliging en privacy,"Beveiliging en privacy algemeen,NIS2",Vlaanderen,0.0,4155000.0,0.0,4155000.0,2026,2026,,
gip-0253,Diversen en recurrente kosten,Digitalisering en databeheer,Agentschap voor Maritieme Dienstverlening en Kust,Beheer en onderhoud Informatie Systemen,Beheer en onderhoud Informatie Systemen,Vlaanderen,0.0,40000.0,0.0,40000.0,2026,2026,,
gip-0254,Diversen en recurrente kosten,Digitalisering en databeheer,Agentschap voor Maritieme Dienstverlening en Kust,Modernisatie ICT omgeving en process automatisatie via ICT applicatie ontwikkeling,Modernisatie ICT omgeving (maximaal/radicaal digitaal) en applicatie ontwikkeling ter verhoging van efficientie en aanleveren van data aan derden en burger.,Vlaanderen,0.0,480000.0,0.0,480000.0,2026,2026,,
gip-0255,Diversen en recurrente kosten,Digitalisering en databeheer,Agentschap voor Maritieme Dienstverlening en Kust,Samenwerkingsovereenkomst KMI - kustweerbericht,Samenwerkingsovereenkomst KMI - kustweerbericht,Vlaanderen,0.0,800000.0,0.0,800000.0,2026,2026,,
gip-0256,Diversen en recurrente kosten,Digitalisering en databeheer,Agentschap voor Maritieme Dienstverlening en Kust,Speciale leveringen hard- en software ICT-dienstverlener VO buiten normale onderhoud,Speciale leveringen hard- en software ICT-dienstverlener VO buiten normale onderhoud,Vlaanderen,0.0,30000.0,0.0,30000.0,2026,2026,,
gip-0257,Diversen en recurrente kosten,Digitalisering en databeheer,Agentschap Wegen En Verkeer,Digitale strategie,"Technische ondersteuning proces investeringen,Digitaliseren werfopvolging,Digitaliseren (herbruikbare bouwstenen),Netwerk en telematicatoepassingen,Varia",Vlaanderen,0.0,5400000.0,0.0,5400000.0,2026,2026,,
gip-0258,Diversen en recurrente kosten,Digitalisering en databeheer,Agentschap Wegen En Verkeer,Investeringen in het kabelnetwerk,Uitvoering,Vlaanderen,0.0,2000000.0,0.0,2000000.0,2026,2026,,
gip-0259,Diversen en recurrente kosten,Digitalisering en databeheer,Agentschap Wegen En Verkeer,Investeringen verkeerscentrum,Investeringen verkeerscentrum algemeen,Vlaanderen,0.0,1600000.0,0.0,1600000.0,2026,2026,,
gip-0260,Diversen en recurrente kosten,Digitalisering en databeheer,Agentschap Wegen En Verkeer,Netwerk en telematicatoepassingen,Netwerk en telematicatoepassingen,Vlaanderen,0.0,2000000.0,0.0,2000000.0,2026,2026,,
gip-0261,Diversen en recurrente kosten,Digitalisering en databeheer,Agentschap Wegen En Verkeer,PIO,PIO,Vlaanderen,0.0,600000.0,0.0,600000.0,2026,2026,,
gip-0262,Diversen en recurrente kosten,Digitalisering en databeheer,De Lijn,Digitale radio,digitale radio,Vlaanderen,0.0,260000.0,0.0,260000.0,2026,2026,,
gip-0263,Diversen en recurrente kosten,Digitalisering en databeheer,De Lijn,Enveloppe ICT,"ICT investeringen De Lijn - oa servers, netwerk, aankoop hardware, changes",Vlaanderen,0.0,4504000.0,0.0,4504000.0,2026,2026,,
gip-0264,Diversen en recurrente kosten,Digitalisering en databeheer,De Lijn,IT aan boord van het voertuig,IT aan boord van het voertuig,Vlaanderen,0.0,5841742.0,0.0,5841742.0,2026,2026,,
gip-0265,Diversen en recurrente kosten,Digitalisering en databeheer,De Lijn,Strategische projecten,"Strategische investeringen - ERP (maintenance, support)",Vlaanderen,0.0,7292764.0,0.0,7292764.0,2026,2026,,
gip-0266,Diversen en recurrente kosten,Digitalisering en databeheer,De Lijn,Strategische projecten,"Strategische investeringen - Overige (transversaal) - voornamelijk procesoptimalisaties en opzet nieuwe tools (oa uitrol nieuw EPMO proces, digitalisering afvalstofregister, platform arbeidsongevallen, …)",Vlaanderen,0.0,1025000.0,0.0,1025000.0,2026,2026,,
gip-0267,Diversen en recurrente kosten,Digitalisering en databeheer,De Lijn,Strategische projecten,Strategische investeringen - Planningsefficientie,Vlaanderen,0.0,2870000.0,0.0,2870000.0,2026,2026,,
gip-0268,Diversen en recurrente kosten,Digitalisering en databeheer,De Vlaamse Waterweg,Investeren in ondersteunende ICT-platformen,Investeren in ondersteunende ICT-platformen,Vlaanderen,0.0,3605000.0,0.0,3605000.0,2026,2026,,
gip-0269,Diversen en recurrente kosten,Externe ondersteuning,Agentschap voor Maritieme Dienstverlening en Kust,Kustwacht,Kustwacht,Vlaanderen,0.0,100000.0,0.0,100000.0,2026,2026,,
gip-0270,Diversen en recurrente kosten,Externe ondersteuning,Agentschap voor Maritieme Dienstverlening en Kust,Structurele initiatieven ihkv optimalisatie samenwerking en dienstverlening MDK,Structurele initiatieven ihkv optimalisatie samenwerking en dienstverlening MDK,Vlaanderen,0.0,1000000.0,0.0,1000000.0,2026,2026,,
gip-0271,Diversen en recurrente kosten,Externe ondersteuning,Agentschap Wegen En Verkeer,Afbraak woningen,Afbraak woningen,Oost-Vlaanderen,0.0,130000.0,0.0,130000.0,2026,2026,,
gip-0272,Diversen en recurrente kosten,Externe ondersteuning,Agentschap Wegen En Verkeer,Doorrekening dMOW voor opname taken,Opname taken door dMOW,Vlaanderen,0.0,2052000.0,0.0,2052000.0,2026,2026,,
gip-0273,Diversen en recurrente kosten,Externe ondersteuning,Agentschap Wegen En Verkeer,Externe ondersteuning/diensten,Externe ondersteuning/diensten,Vlaanderen,0.0,16457500.0,0.0,16457500.0,2026,2026,,
gip-0274,Diversen en recurrente kosten,Externe ondersteuning,Agentschap Wegen En Verkeer,Kapitaaloverdracht aan VLM voor grondenbanken,Uitvoering,Vlaanderen,0.0,500000.0,0.0,500000.0,2026,2026,,
gip-0275,Diversen en recurrente kosten,Externe ondersteuning,Agentschap Wegen En Verkeer,Overdracht ikv grondenbanken,overdracht ikv grondenbanken,Vlaanderen,0.0,22000.0,0.0,22000.0,2026,2026,,
gip-0276,Diversen en recurrente kosten,Externe ondersteuning,De Vlaamse Waterweg,Diverse (Technische ondersteuning),Diverse (Technische ondersteuning),Vlaanderen,0.0,5000000.0,0.0,5000000.0,2026,2026,,
gip-0277,Diversen en recurrente kosten,Externe ondersteuning,Departement Mobiliteit en Openbare Werken,Technische ondersteuning en Milieuzorg via raamovereenkomsten en middelenverbintenissen,Technische ondersteuning en Milieuzorg via raamovereenkomsten en middelenverbintenissen,Zeehavenoverschrijdend,0.0,6000000.0,0.0,6000000.0,2026,2026,,
gip-0278,Diversen en recurrente kosten,"Prijsherzieningen, verrekeningen, kleine uitgaven",Agentschap voor Maritieme Dienstverlening en Kust,Investeringen in cybersecurity (incl. NIS2),Investeringen in cybersecurity (incl. NIS2),Vlaanderen,0.0,750000.0,0.0,750000.0,2026,2026,,
gip-0279,Diversen en recurrente kosten,"Prijsherzieningen, verrekeningen, kleine uitgaven",Agentschap voor Maritieme Dienstverlening en Kust,Nieuwe en vervanging verouderde apparatuur hydrografie en hydrometeo,Nieuwe en vervanging verouderde apparatuur hydrografie en hydrometeo,Vlaanderen,0.0,250000.0,0.0,250000.0,2026,2026,,
gip-0280,Diversen en recurrente kosten,"Prijsherzieningen, verrekeningen, kleine uitgaven",Agentschap Wegen En Verkeer,Overige kosten,Aan- en afsluitingen V&W-installaties,Vlaanderen,0.0,450000.0,0.0,450000.0,2026,2026,,
gip-0281,Diversen en recurrente kosten,"Prijsherzieningen, verrekeningen, kleine uitgaven",Agentschap Wegen En Verkeer,Overige kosten,Herzieningen,Vlaanderen,0.0,25500000.0,0.0,25500000.0,2026,2026,,
gip-0282,Diversen en recurrente kosten,"Prijsherzieningen, verrekeningen, kleine uitgaven",Agentschap Wegen En Verkeer,Overige kosten,Onteigening,Vlaanderen,0.0,20000000.0,0.0,20000000.0,2026,2026,,
gip-0283,Diversen en recurrente kosten,"Prijsherzieningen, verrekeningen, kleine uitgaven",Agentschap Wegen En Verkeer,Overige kosten,Overige kosten investeringsprojecten,Vlaanderen,0.0,1250000.0,0.0,1250000.0,2026,2026,,
gip-0284,Diversen en recurrente kosten,"Prijsherzieningen, verrekeningen, kleine uitgaven",Agentschap Wegen En Verkeer,Overige kosten,Retributies spoorwegovergangen,Vlaanderen,0.0,100000.0,0.0,100000.0,2026,2026,,
gip-0285,Diversen en recurrente kosten,"Prijsherzieningen, verrekeningen, kleine uitgaven",Agentschap Wegen En Verkeer,Overige kosten,Verrekeningen,Vlaanderen,0.0,9224879.0,0.0,9224879.0,2026,2026,,
gip-0286,Diversen en recurrente kosten,"Prijsherzieningen, verrekeningen, kleine uitgaven",De Lijn,Containerinvesteringen vanaf 2015,Containerinvesteringen vanaf 2015,Vlaanderen,0.0,3000000.0,0.0,3000000.0,2026,2026,,
gip-0287,Diversen en recurrente kosten,"Prijsherzieningen, verrekeningen, kleine uitgaven",De Lijn,Enveloppe verrekeningen vanaf 2019,Enveloppe verrekeningen en prijsherzieningen,Vlaanderen,0.0,2000000.0,0.0,2000000.0,2026,2026,,
gip-0288,Diversen en recurrente kosten,"Prijsherzieningen, verrekeningen, kleine uitgaven",De Lijn,Herstelling en restauratie historisch patrimonium,Herstelling en restauratie historisch patrimonium,Vlaanderen,0.0,187500.0,0.0,187500.0,2026,2026,,
gip-0289,Diversen en recurrente kosten,"Prijsherzieningen, verrekeningen, kleine uitgaven",De Lijn,Raamovereenkomst Grondonderzoek,Raamovereenkomst Grondonderzoek,Vlaanderen,0.0,100000.0,0.0,100000.0,2026,2026,,
gip-0290,Diversen en recurrente kosten,"Prijsherzieningen, verrekeningen, kleine uitgaven",De Lijn,Raamovereenkomst veiligheidscoördinatie vanaf 2018,Raamovereenkomst veiligheidscoördinatie vanaf 2018,Vlaanderen,0.0,58835.0,0.0,58835.0,2026,2026,,
gip-0291,Diversen en recurrente kosten,"Prijsherzieningen, verrekeningen, kleine uitgaven",De Vlaamse Waterweg,"Diverse (Herzieningen, Verrekeningen, onverwachte kosten)","Diverse (Herzieningen, Verrekeningen, onverwachte kosten)",Vlaanderen,0.0,1227000.0,0.0,1227000.0,2026,2026,,
gip-0292,Diversen en recurrente kosten,"Prijsherzieningen, verrekeningen, kleine uitgaven",De Vlaamse Waterweg,"Diversen (verrekeningen, herzieningen, studies en algemeenheden)","Diversen (verrekeningen, herzieningen, studies en algemeenheden)",Vlaanderen,0.0,38000.0,0.0,38000.0,2026,2026,,
gip-0293,Diversen en recurrente kosten,"Prijsherzieningen, verrekeningen, kleine uitgaven",Departement Mobiliteit en Openbare Werken,Onroerende Voorheffing,Onroerende Voorheffing,Zeehavenoverschrijdend,0.0,800000.0,0.0,800000.0,2026,2026,,
gip-0294,Diversen en recurrente kosten,"Verwervingen, innames & onteigeningen",Beleidsdomein Mobiliteit en Openbare Werken,Buffer voor onteigeningen,Buffer voor onteigeningen,Vlaanderen,0.0,28724000.0,0.0,28724000.0,2026,2026,,
gip-0295,Diversen en recurrente kosten,Wettelijke verplichtingen,Agentschap Wegen En Verkeer,AREI conformiteit,AREI,Vlaanderen,0.0,4000000.0,0.0,4000000.0,2026,2026,,
gip-0296,Diversen en recurrente kosten,Wettelijke verplichtingen,Agentschap Wegen En Verkeer,Asbestinventarisatie,Asbestinventarisatie,Vlaanderen,0.0,2000000.0,0.0,2000000.0,2026,2026,,
gip-0297,Duurzaam personenvervoer en modal shift,Beschikbaarheidsvergoedingen,De Lijn,DBFM Brabo 2,DBFM Brabo 2,Antwerpen,0.0,9841688.0,0.0,9841688.0,2026,2026,11002,Antwerpen
gip-0298,Duurzaam personenvervoer en modal shift,Beschikbaarheidsvergoedingen,De Lijn,DBFM Brugge,DBFM Brugge,Brugge,0.0,3387426.0,0.0,3387426.0,2026,2026,31005,Brugge
gip-0299,Duurzaam personenvervoer en modal shift,Beschikbaarheidsvergoedingen,De Lijn,DBFM Hasselt,DBFM Hasselt,Hasselt,0.0,5784665.0,0.0,5784665.0,2026,2026,71022,Hasselt
gip-0300,Duurzaam personenvervoer en modal shift,Beschikbaarheidsvergoedingen,De Lijn,DBFM Leuven-noord,DBFM Leuven-noord,Leuven noord,0.0,2073738.0,0.0,2073738.0,2026,2026,24062,Leuven
gip-0301,Duurzaam personenvervoer en modal shift,Beschikbaarheidsvergoedingen,De Lijn,DBFM Livan 1,DBFM Livan 1,Antwerpen,0.0,9656008.0,0.0,9656008.0,2026,2026,11002,Antwerpen
gip-0302,Duurzaam personenvervoer en modal shift,Beschikbaarheidsvergoedingen,De Lijn,DBFM Oostende,DBFM Oostende,Oostende,0.0,3404241.0,0.0,3404241.0,2026,2026,35013,Oostende
gip-0303,Duurzaam personenvervoer en modal shift,Beschikbaarheidsvergoedingen,De Lijn,DBFM Overijse,DBFM Overijse,Overijse,0.0,1022364.0,0.0,1022364.0,2026,2026,23062,Overijse
gip-0304,Duurzaam personenvervoer en modal shift,Beschikbaarheidsvergoedingen,De Lijn,DBFM Sint-Niklaas,DBFM Sint-Niklaas,Sint-Niklaas,0.0,2084601.0,0.0,2084601.0,2026,2026,46021,Sint-Niklaas
gip-0305,Duurzaam personenvervoer en modal shift,Beschikbaarheidsvergoedingen,De Lijn,DBFM Tongeren,DBFM Tongeren,Tongeren,0.0,762480.0,0.0,762480.0,2026,2026,73083,Tongeren
gip-0306,Duurzaam personenvervoer en modal shift,Beschikbaarheidsvergoedingen,De Lijn,DBFM Zomergem,DBFM Zomergem,Zomergem,0.0,582502.0,0.0,582502.0,2026,2026,44085,Lievegem
gip-0307,Duurzaam personenvervoer en modal shift,Beschikbaarheidsvergoedingen,De Lijn,MV2020 - Verlenging tramlijn Deurne-Wijn,MV2020 - Verlenging tramlijn Deurne-Wijn,Antwerpen,0.0,16066550.0,0.0,16066550.0,2026,2026,11002,Antwerpen
gip-0308,Duurzaam personenvervoer en modal shift,Doorstromingsprojecten,Agentschap Wegen En Verkeer,Innovatie en C-CAM,Mobilidata 2,Vlaanderen,0.0,6380000.0,0.0,6380000.0,2026,2026,,
gip-0309,Duurzaam personenvervoer en modal shift,Doorstromingsprojecten,Agentschap Wegen En Verkeer,N355 Koksijde Kinderlaan,Studie,Koksijde,0.0,73397.0,0.0,73397.0,2026,2026,38014,Koksijde
gip-0310,Duurzaam personenvervoer en modal shift,Doorstromingsprojecten,Agentschap Wegen En Verkeer,N35f Diksmuide-nieuwe omleiding tussen N 35/N369,fase 4,Diksmuide,0.0,12940624.0,0.0,12940624.0,2026,2026,32003,Diksmuide
gip-0311,Duurzaam personenvervoer en modal shift,Doorstromingsprojecten,Agentschap Wegen En Verkeer,N35f Diksmuide-nieuwe omleiding tussen N 35/N369,fase 5,Diksmuide,0.0,200000.0,0.0,200000.0,2026,2026,32003,Diksmuide
gip-0312,Duurzaam personenvervoer en modal shift,Doorstromingsprojecten,Agentschap Wegen En Verkeer,N458 Gent Wiedauwkaai doorstromingsmaatregelen,Diverse,Gent,0.0,40000.0,0.0,40000.0,2026,2026,44021,Gent
gip-0313,Duurzaam personenvervoer en modal shift,Doorstromingsprojecten,Agentschap Wegen En Verkeer,N750 Genk Ontsluiting ZOL,Studie,Genk,0.0,100000.0,0.0,100000.0,2026,2026,71016,Genk
gip-0314,Duurzaam personenvervoer en modal shift,Doorstromingsprojecten,Agentschap Wegen En Verkeer,N753 Tongeren: omleidingsweg fase 2,Diverse,Tongeren,0.0,365000.0,0.0,365000.0,2026,2026,73083,Tongeren
gip-0315,Duurzaam personenvervoer en modal shift,Doorstromingsprojecten,Agentschap Wegen En Verkeer,N8 Ninove heraanleg Elisabethlaan en Leopoldlaan,Diverse,Ninove,0.0,80000.0,0.0,80000.0,2026,2026,41048,Ninove
gip-0316,Duurzaam personenvervoer en modal shift,Doorstromingsprojecten,Agentschap Wegen En Verkeer,R018 Retie herinrichting van de ring,Diverse,Retie,0.0,37500.0,0.0,37500.0,2026,2026,13036,Retie
gip-0317,Duurzaam personenvervoer en modal shift,Doorstromingsprojecten,Agentschap Wegen En Verkeer,R40 Gent heraanleg kruispunt Groot-Brittanniëlaan,Diverse,Gent,0.0,130900.0,0.0,130900.0,2026,2026,44021,Gent
gip-0318,Duurzaam personenvervoer en modal shift,Fietsinfrastructuur,Agentschap Wegen En Verkeer,N014 Zandhoven fase 3: kanaal-N116,Diverse,"Ranst, Zandhoven",0.0,6000.0,0.0,6000.0,2026,2026,11035;11054,Ranst;Zandhoven
gip-0319,Duurzaam personenvervoer en modal shift,Fietsinfrastructuur,Agentschap Wegen En Verkeer,N014 Zandhoven fase 3: kanaal-N116,Studie,"Ranst, Zandhoven",0.0,500000.0,0.0,500000.0,2026,2026,11035;11054,Ranst;Zandhoven
gip-0320,Duurzaam personenvervoer en modal shift,Fietsinfrastructuur,Agentschap Wegen En Verkeer,N148 St Bernardsesteenweg,Diverse,Antwerpen,0.0,22517.0,0.0,22517.0,2026,2026,11002,Antwerpen
gip-0321,Duurzaam personenvervoer en modal shift,Fietsinfrastructuur,Agentschap Wegen En Verkeer,N17 Herinrichting kruispunt Mechelsepoort,Diverse,Dendermonde,0.0,1400000.0,0.0,1400000.0,2026,2026,42006,Dendermonde
gip-0322,Duurzaam personenvervoer en modal shift,Fietsinfrastructuur,Agentschap Wegen En Verkeer,N177 Aanleg fietspad naast spoorweg te Boom,Uitvoering,Boom,0.0,500000.0,0.0,500000.0,2026,2026,11005,Boom
gip-0323,Duurzaam personenvervoer en modal shift,Fietsinfrastructuur,Agentschap Wegen En Verkeer,N19E Verbinding Vuntcomplex - Kessel-Losestweg,Diverse,Leuven,0.0,50000.0,0.0,50000.0,2026,2026,24062,Leuven
gip-0324,Duurzaam personenvervoer en modal shift,Fietsinfrastructuur,Agentschap Wegen En Verkeer,N2 Bilzen: spoorwegtunnel,Diverse,Bilzen,0.0,750000.0,0.0,750000.0,2026,2026,73006,Bilzen
gip-0325,Duurzaam personenvervoer en modal shift,Fietsinfrastructuur,Agentschap Wegen En Verkeer,N229 Rotselaar/Leuven: Tss rondpunt en E314,Uitvoering,"Leuven, Rotselaar",0.0,4685000.0,0.0,4685000.0,2026,2026,24062;24094,Leuven;Rotselaar
gip-0326,Duurzaam personenvervoer en modal shift,Fietsinfrastructuur,Agentschap Wegen En Verkeer,N285 Fietspaden relanceplan 2021,Diverse,"Roosdaal, Ternat",0.0,7000.0,0.0,7000.0,2026,2026,23097;23086,Roosdaal;Ternat
gip-0327,Duurzaam personenvervoer en modal shift,Fietsinfrastructuur,Agentschap Wegen En Verkeer,N3 St. Truiden: fietspaden,Diverse,Sint-Truiden,0.0,750000.0,0.0,750000.0,2026,2026,71053,Sint-Truiden
gip-0328,Duurzaam personenvervoer en modal shift,Fietsinfrastructuur,Agentschap Wegen En Verkeer,N303 Zonnebeke veilige fietspaden + aanpak rijbaan,Studie,Zonnebeke,0.0,200000.0,0.0,200000.0,2026,2026,33037,Zonnebeke
gip-0329,Duurzaam personenvervoer en modal shift,Fietsinfrastructuur,Agentschap Wegen En Verkeer,N34/F34 Blankenberge - Zeebrugge,Studie,"Blankenberge, Brugge",0.0,300000.0,0.0,300000.0,2026,2026,31004;31005,Blankenberge;Brugge
gip-0330,Duurzaam personenvervoer en modal shift,Fietsinfrastructuur,Agentschap Wegen En Verkeer,N34/F34 Wenduine - Blankenberge,Studie,"Blankenberge, De Haan",0.0,130000.0,0.0,130000.0,2026,2026,31004;35029,Blankenberge;De Haan
gip-0331,Duurzaam personenvervoer en modal shift,Fietsinfrastructuur,Agentschap Wegen En Verkeer,N370 Wingene-Beernem: fietspaden,Studie,"Beernem, Wingene",0.0,300000.0,0.0,300000.0,2026,2026,31003;37018,Beernem;Wingene
gip-0332,Duurzaam personenvervoer en modal shift,Fietsinfrastructuur,Agentschap Wegen En Verkeer,N38 Ieper - fietsverbinding ikv Pilkemseweg,Uitvoering,Ieper,0.0,614000.0,0.0,614000.0,2026,2026,33011,Ieper
gip-0333,Duurzaam personenvervoer en modal shift,Fietsinfrastructuur,Agentschap Wegen En Verkeer,N382 Wielsbeke,Studie,Wielsbeke,0.0,250000.0,0.0,250000.0,2026,2026,37017,Wielsbeke
gip-0334,Duurzaam personenvervoer en modal shift,Fietsinfrastructuur,Agentschap Wegen En Verkeer,N447 Destelbergen aanleg fietspaden,Studie,Destelbergen,0.0,200000.0,0.0,200000.0,2026,2026,44013,Destelbergen
gip-0335,Duurzaam personenvervoer en modal shift,Fietsinfrastructuur,Agentschap Wegen En Verkeer,N47 Opwijk - fietsbrug Leirekensroute,Diverse,Opwijk,0.0,50000.0,0.0,50000.0,2026,2026,23060,Opwijk
gip-0336,Duurzaam personenvervoer en modal shift,Fietsinfrastructuur,Agentschap Wegen En Verkeer,N47 Opwijk - fietsbrug Leirekensroute,fase 1,Opwijk,0.0,8300000.0,0.0,8300000.0,2026,2026,23060,Opwijk
gip-0337,Duurzaam personenvervoer en modal shift,Fietsinfrastructuur,Agentschap Wegen En Verkeer,N48 Brakel Ronsestraat,Diverse,Brakel,0.0,350000.0,0.0,350000.0,2026,2026,45059,Brakel
gip-0338,Duurzaam personenvervoer en modal shift,Fietsinfrastructuur,Agentschap Wegen En Verkeer,N722 Sint-Truiden: aanleg fietspaden Sint-Truiden -fase 2,Fase 2,"Alken, Hasselt, Sint-Truiden",0.0,907776.0,0.0,907776.0,2026,2026,73001;71022;71053,Alken;Hasselt;Sint-Truiden
gip-0339,Duurzaam personenvervoer en modal shift,Fietsinfrastructuur,Agentschap Wegen En Verkeer,N722 St-Truiden(ST) - Alken(A): aanleg fietspaden,Diverse,"Alken, Hasselt, Sint-Truiden",0.0,150000.0,0.0,150000.0,2026,2026,73001;71022;71053,Alken;Hasselt;Sint-Truiden
gip-0340,Duurzaam personenvervoer en modal shift,Fietsinfrastructuur,Agentschap Wegen En Verkeer,N730 Tongeren: fietstunnel,Diverse,Tongeren,0.0,260000.0,0.0,260000.0,2026,2026,73083,Tongeren
gip-0341,Duurzaam personenvervoer en modal shift,Fietsinfrastructuur,Agentschap Wegen En Verkeer,N747 Peer Mod 13 aanleg fietspaden,Diverse,"Bocholt, Hechtel-Eksel, Peer, Pelt",0.0,250000.0,0.0,250000.0,2026,2026,72003;72038;72030;72043,Bocholt;Hechtel-Eksel;Peer;Pelt
gip-0342,Duurzaam personenvervoer en modal shift,Fietsinfrastructuur,Agentschap Wegen En Verkeer,N79 Riemst:Vroenhoven,Diverse,Riemst,0.0,150000.0,0.0,150000.0,2026,2026,73066,Riemst
gip-0343,Duurzaam personenvervoer en modal shift,Fietsinfrastructuur,Agentschap Wegen En Verkeer,N9 Aalst Heraanleg kruispunt Haring en Parklaan,Studie,Aalst,0.0,350000.0,0.0,350000.0,2026,2026,41002,Aalst
gip-0344,Duurzaam personenvervoer en modal shift,Fietsinfrastructuur,Agentschap Wegen En Verkeer,R26 Diest Kiss and ride station,Studie,Diest,0.0,350000.0,0.0,350000.0,2026,2026,24020,Diest
gip-0345,Duurzaam personenvervoer en modal shift,Fietsinfrastructuur,Agentschap Wegen En Verkeer,R43 Eeklo fase 2 Fietstunnel Raverschootstraat,Diverse,Eeklo,0.0,100000.0,0.0,100000.0,2026,2026,43005,Eeklo
gip-0346,Duurzaam personenvervoer en modal shift,Fietsinfrastructuur,Agentschap Wegen En Verkeer,"R71 fietsbrug Elfde Liniestraat, Hasselt",Diverse,Hasselt,0.0,250000.0,0.0,250000.0,2026,2026,71022,Hasselt
gip-0347,Duurzaam personenvervoer en modal shift,Fietsinfrastructuur,Agentschap Wegen En Verkeer,R71 x N702 Hasselt (Plopsa),Diverse,Hasselt,0.0,2050000.0,0.0,2050000.0,2026,2026,71022,Hasselt
gip-0348,Duurzaam personenvervoer en modal shift,Fietsinfrastructuur,Agentschap Wegen En Verkeer,Sloop woningen,Diverse,Vlaanderen,0.0,15000.0,0.0,15000.0,2026,2026,,
gip-0349,Duurzaam personenvervoer en modal shift,Fietsinfrastructuur,Agentschap Wegen En Verkeer,WVB - Afbraak onteigende woningen,Afbraak woningen,"Aarschot, Asse, Herent",0.0,200000.0,0.0,200000.0,2026,2026,24001;23002;24038,Aarschot;Asse;Herent
gip-0350,Duurzaam personenvervoer en modal shift,Fietsinfrastructuur,Agentschap Wegen En Verkeer,WVB - Afbraak onteigende woningen,Diverse,"Aarschot, Asse, Herent, Kampenhout",0.0,40000.0,0.0,40000.0,2026,2026,24001;23002;24038;23038,Aarschot;Asse;Herent;Kampenhout
gip-0351,Duurzaam personenvervoer en modal shift,Fietsinfrastructuur,De Vlaamse Waterweg,Aanpassing aan fietsbrug Lanklaar,Aanpassing aan fietsbrug Lanklaar,Dilsen-Stokkem,0.0,1250000.0,0.0,1250000.0,2026,2026,72041,Dilsen-Stokkem
