period_end,period_year,period_month,period_label,period_short,study_detail,vacatures,source_file
2022-09-30,2022,9,september 2022,Sep 2022,Graduaat (HBO5),28,vacatures_eoy_since_2011_all-5.xlsx
2022-09-30,2022,9,september 2022,Sep 2022,Lager onderwijs + 1e en 2e graad secundair,116,vacatures_eoy_since_2011_all-5.xlsx
2022-09-30,2022,9,september 2022,Sep 2022,Master,68,vacatures_eoy_since_2011_all-5.xlsx
2022-09-30,2022,9,september 2022,Sep 2022,Professionele bachelor,175,vacatures_eoy_since_2011_all-5.xlsx
2022-10-31,2022,10,oktober 2022,Okt 2022,3e en 4e gr. sec. beroeps,182,vacatures_eoy_since_2011_all-5.xlsx
2022-10-31,2022,10,oktober 2022,Okt 2022,3e graad sec. algemeen,31,vacatures_eoy_since_2011_all-5.xlsx
2022-10-31,2022,10,oktober 2022,Okt 2022,3e graad sec. kunst,0,vacatures_eoy_since_2011_all-5.xlsx
2022-10-31,2022,10,oktober 2022,Okt 2022,3e graad sec. niet gespecificeerd,35,vacatures_eoy_since_2011_all-5.xlsx
2022-10-31,2022,10,oktober 2022,Okt 2022,3e graad sec. technisch,264,vacatures_eoy_since_2011_all-5.xlsx
2022-10-31,2022,10,oktober 2022,Okt 2022,Academische bachelor,43,vacatures_eoy_since_2011_all-5.xlsx
2022-10-31,2022,10,oktober 2022,Okt 2022,Buitengewoon secundair,0,vacatures_eoy_since_2011_all-5.xlsx
2022-10-31,2022,10,oktober 2022,Okt 2022,Geen specifieke studievereiste,860,vacatures_eoy_since_2011_all-5.xlsx
2022-10-31,2022,10,oktober 2022,Okt 2022,Graduaat (HBO5),25,vacatures_eoy_since_2011_all-5.xlsx
2022-10-31,2022,10,oktober 2022,Okt 2022,Lager onderwijs + 1e en 2e graad secundair,99,vacatures_eoy_since_2011_all-5.xlsx
2022-10-31,2022,10,oktober 2022,Okt 2022,Master,73,vacatures_eoy_since_2011_all-5.xlsx
2022-10-31,2022,10,oktober 2022,Okt 2022,Professionele bachelor,192,vacatures_eoy_since_2011_all-5.xlsx
2022-11-30,2022,11,november 2022,Nov 2022,3e en 4e gr. sec. beroeps,215,vacatures_eoy_since_2011_all-5.xlsx
2022-11-30,2022,11,november 2022,Nov 2022,3e graad sec. algemeen,88,vacatures_eoy_since_2011_all-5.xlsx
2022-11-30,2022,11,november 2022,Nov 2022,3e graad sec. kunst,2,vacatures_eoy_since_2011_all-5.xlsx
2022-11-30,2022,11,november 2022,Nov 2022,3e graad sec. niet gespecificeerd,9,vacatures_eoy_since_2011_all-5.xlsx
2022-11-30,2022,11,november 2022,Nov 2022,3e graad sec. technisch,318,vacatures_eoy_since_2011_all-5.xlsx
2022-11-30,2022,11,november 2022,Nov 2022,Academische bachelor,67,vacatures_eoy_since_2011_all-5.xlsx
2022-11-30,2022,11,november 2022,Nov 2022,Buitengewoon secundair,5,vacatures_eoy_since_2011_all-5.xlsx
2022-11-30,2022,11,november 2022,Nov 2022,Geen specifieke studievereiste,940,vacatures_eoy_since_2011_all-5.xlsx
2022-11-30,2022,11,november 2022,Nov 2022,Graduaat (HBO5),26,vacatures_eoy_since_2011_all-5.xlsx
2022-11-30,2022,11,november 2022,Nov 2022,Lager onderwijs + 1e en 2e graad secundair,68,vacatures_eoy_since_2011_all-5.xlsx
2022-11-30,2022,11,november 2022,Nov 2022,Master,94,vacatures_eoy_since_2011_all-5.xlsx
2022-11-30,2022,11,november 2022,Nov 2022,Professionele bachelor,171,vacatures_eoy_since_2011_all-5.xlsx
2022-12-31,2022,12,december 2022,Dec 2022,3e en 4e gr. sec. beroeps,143,vacatures_eoy_since_2011_all-5.xlsx
2022-12-31,2022,12,december 2022,Dec 2022,3e graad sec. algemeen,17,vacatures_eoy_since_2011_all-5.xlsx
2022-12-31,2022,12,december 2022,Dec 2022,3e graad sec. kunst,3,vacatures_eoy_since_2011_all-5.xlsx
2022-12-31,2022,12,december 2022,Dec 2022,3e graad sec. niet gespecificeerd,14,vacatures_eoy_since_2011_all-5.xlsx
2022-12-31,2022,12,december 2022,Dec 2022,3e graad sec. technisch,209,vacatures_eoy_since_2011_all-5.xlsx
2022-12-31,2022,12,december 2022,Dec 2022,Academische bachelor,42,vacatures_eoy_since_2011_all-5.xlsx
2022-12-31,2022,12,december 2022,Dec 2022,Buitengewoon secundair,0,vacatures_eoy_since_2011_all-5.xlsx
2022-12-31,2022,12,december 2022,Dec 2022,Geen specifieke studievereiste,762,vacatures_eoy_since_2011_all-5.xlsx
2022-12-31,2022,12,december 2022,Dec 2022,Graduaat (HBO5),25,vacatures_eoy_since_2011_all-5.xlsx
2022-12-31,2022,12,december 2022,Dec 2022,Lager onderwijs + 1e en 2e graad secundair,68,vacatures_eoy_since_2011_all-5.xlsx
2022-12-31,2022,12,december 2022,Dec 2022,Master,60,vacatures_eoy_since_2011_all-5.xlsx
2022-12-31,2022,12,december 2022,Dec 2022,Professionele bachelor,179,vacatures_eoy_since_2011_all-5.xlsx
2023-01-31,2023,1,januari 2023,Jan 2023,3e en 4e gr. sec. beroeps,221,vacatures_eoy_since_2011_all-4.xlsx
2023-01-31,2023,1,januari 2023,Jan 2023,3e graad sec. algemeen,29,vacatures_eoy_since_2011_all-4.xlsx
2023-01-31,2023,1,januari 2023,Jan 2023,3e graad sec. kunst,1,vacatures_eoy_since_2011_all-4.xlsx
2023-01-31,2023,1,januari 2023,Jan 2023,3e graad sec. niet gespecificeerd,12,vacatures_eoy_since_2011_all-4.xlsx
2023-01-31,2023,1,januari 2023,Jan 2023,3e graad sec. technisch,334,vacatures_eoy_since_2011_all-4.xlsx
2023-01-31,2023,1,januari 2023,Jan 2023,Academische bachelor,40,vacatures_eoy_since_2011_all-4.xlsx
2023-01-31,2023,1,januari 2023,Jan 2023,Buitengewoon secundair,0,vacatures_eoy_since_2011_all-4.xlsx
2023-01-31,2023,1,januari 2023,Jan 2023,Geen specifieke studievereiste,924,vacatures_eoy_since_2011_all-4.xlsx
2023-01-31,2023,1,januari 2023,Jan 2023,Graduaat (HBO5),34,vacatures_eoy_since_2011_all-4.xlsx
2023-01-31,2023,1,januari 2023,Jan 2023,Lager onderwijs + 1e en 2e graad secundair,104,vacatures_eoy_since_2011_all-4.xlsx
2023-01-31,2023,1,januari 2023,Jan 2023,Master,78,vacatures_eoy_since_2011_all-4.xlsx
2023-01-31,2023,1,januari 2023,Jan 2023,Professionele bachelor,219,vacatures_eoy_since_2011_all-4.xlsx
2023-02-28,2023,2,februari 2023,Feb 2023,3e en 4e gr. sec. beroeps,220,vacatures_eoy_since_2011_all-4.xlsx
2023-02-28,2023,2,februari 2023,Feb 2023,3e graad sec. algemeen,28,vacatures_eoy_since_2011_all-4.xlsx
2023-02-28,2023,2,februari 2023,Feb 2023,3e graad sec. kunst,3,vacatures_eoy_since_2011_all-4.xlsx
2023-02-28,2023,2,februari 2023,Feb 2023,3e graad sec. niet gespecificeerd,14,vacatures_eoy_since_2011_all-4.xlsx
2023-02-28,2023,2,februari 2023,Feb 2023,3e graad sec. technisch,262,vacatures_eoy_since_2011_all-4.xlsx
2023-02-28,2023,2,februari 2023,Feb 2023,Academische bachelor,66,vacatures_eoy_since_2011_all-4.xlsx
2023-02-28,2023,2,februari 2023,Feb 2023,Buitengewoon secundair,19,vacatures_eoy_since_2011_all-4.xlsx
2023-02-28,2023,2,februari 2023,Feb 2023,Geen specifieke studievereiste,1174,vacatures_eoy_since_2011_all-4.xlsx
2023-02-28,2023,2,februari 2023,Feb 2023,Graduaat (HBO5),23,vacatures_eoy_since_2011_all-4.xlsx
2023-02-28,2023,2,februari 2023,Feb 2023,Lager onderwijs + 1e en 2e graad secundair,110,vacatures_eoy_since_2011_all-4.xlsx
2023-02-28,2023,2,februari 2023,Feb 2023,Master,86,vacatures_eoy_since_2011_all-4.xlsx
2023-02-28,2023,2,februari 2023,Feb 2023,Professionele bachelor,204,vacatures_eoy_since_2011_all-4.xlsx
2023-03-31,2023,3,maart 2023,Mrt 2023,3e en 4e gr. sec. beroeps,240,vacatures_eoy_since_2011_all-4.xlsx
2023-03-31,2023,3,maart 2023,Mrt 2023,3e graad sec. algemeen,26,vacatures_eoy_since_2011_all-4.xlsx
2023-03-31,2023,3,maart 2023,Mrt 2023,3e graad sec. kunst,4,vacatures_eoy_since_2011_all-4.xlsx
2023-03-31,2023,3,maart 2023,Mrt 2023,3e graad sec. niet gespecificeerd,17,vacatures_eoy_since_2011_all-4.xlsx
2023-03-31,2023,3,maart 2023,Mrt 2023,3e graad sec. technisch,311,vacatures_eoy_since_2011_all-4.xlsx
2023-03-31,2023,3,maart 2023,Mrt 2023,Academische bachelor,31,vacatures_eoy_since_2011_all-4.xlsx
2023-03-31,2023,3,maart 2023,Mrt 2023,Buitengewoon secundair,0,vacatures_eoy_since_2011_all-4.xlsx
2023-03-31,2023,3,maart 2023,Mrt 2023,Geen specifieke studievereiste,879,vacatures_eoy_since_2011_all-4.xlsx
2023-03-31,2023,3,maart 2023,Mrt 2023,Graduaat (HBO5),38,vacatures_eoy_since_2011_all-4.xlsx
2023-03-31,2023,3,maart 2023,Mrt 2023,Lager onderwijs + 1e en 2e graad secundair,85,vacatures_eoy_since_2011_all-4.xlsx
2023-03-31,2023,3,maart 2023,Mrt 2023,Master,71,vacatures_eoy_since_2011_all-4.xlsx
2023-03-31,2023,3,maart 2023,Mrt 2023,Professionele bachelor,188,vacatures_eoy_since_2011_all-4.xlsx
2023-04-30,2023,4,april 2023,Apr 2023,3e en 4e gr. sec. beroeps,250,vacatures_eoy_since_2011_all-4.xlsx
2023-04-30,2023,4,april 2023,Apr 2023,3e graad sec. algemeen,28,vacatures_eoy_since_2011_all-4.xlsx
2023-04-30,2023,4,april 2023,Apr 2023,3e graad sec. kunst,2,vacatures_eoy_since_2011_all-4.xlsx
2023-04-30,2023,4,april 2023,Apr 2023,3e graad sec. niet gespecificeerd,10,vacatures_eoy_since_2011_all-4.xlsx
2023-04-30,2023,4,april 2023,Apr 2023,3e graad sec. technisch,399,vacatures_eoy_since_2011_all-4.xlsx
2023-04-30,2023,4,april 2023,Apr 2023,Academische bachelor,51,vacatures_eoy_since_2011_all-4.xlsx
2023-04-30,2023,4,april 2023,Apr 2023,Buitengewoon secundair,1,vacatures_eoy_since_2011_all-4.xlsx
2023-04-30,2023,4,april 2023,Apr 2023,Geen specifieke studievereiste,935,vacatures_eoy_since_2011_all-4.xlsx
2023-04-30,2023,4,april 2023,Apr 2023,Graduaat (HBO5),20,vacatures_eoy_since_2011_all-4.xlsx
2023-04-30,2023,4,april 2023,Apr 2023,Lager onderwijs + 1e en 2e graad secundair,72,vacatures_eoy_since_2011_all-4.xlsx
2023-04-30,2023,4,april 2023,Apr 2023,Master,54,vacatures_eoy_since_2011_all-4.xlsx
2023-04-30,2023,4,april 2023,Apr 2023,Professionele bachelor,176,vacatures_eoy_since_2011_all-4.xlsx
2023-05-31,2023,5,mei 2023,Mei 2023,3e en 4e gr. sec. beroeps,233,vacatures_eoy_since_2011_all-4.xlsx
2023-05-31,2023,5,mei 2023,Mei 2023,3e graad sec. algemeen,16,vacatures_eoy_since_2011_all-4.xlsx
2023-05-31,2023,5,mei 2023,Mei 2023,3e graad sec. kunst,2,vacatures_eoy_since_2011_all-4.xlsx
2023-05-31,2023,5,mei 2023,Mei 2023,3e graad sec. niet gespecificeerd,27,vacatures_eoy_since_2011_all-4.xlsx
2023-05-31,2023,5,mei 2023,Mei 2023,3e graad sec. technisch,286,vacatures_eoy_since_2011_all-4.xlsx
2023-05-31,2023,5,mei 2023,Mei 2023,Academische bachelor,76,vacatures_eoy_since_2011_all-4.xlsx
2023-05-31,2023,5,mei 2023,Mei 2023,Buitengewoon secundair,4,vacatures_eoy_since_2011_all-4.xlsx
2023-05-31,2023,5,mei 2023,Mei 2023,Geen specifieke studievereiste,1195,vacatures_eoy_since_2011_all-4.xlsx
2023-05-31,2023,5,mei 2023,Mei 2023,Graduaat (HBO5),36,vacatures_eoy_since_2011_all-4.xlsx
2023-05-31,2023,5,mei 2023,Mei 2023,Lager onderwijs + 1e en 2e graad secundair,159,vacatures_eoy_since_2011_all-4.xlsx
2023-05-31,2023,5,mei 2023,Mei 2023,Master,127,vacatures_eoy_since_2011_all-4.xlsx
2023-05-31,2023,5,mei 2023,Mei 2023,Professionele bachelor,227,vacatures_eoy_since_2011_all-4.xlsx
2023-06-30,2023,6,juni 2023,Jun 2023,3e en 4e gr. sec. beroeps,211,vacatures_eoy_since_2011_all-4.xlsx
2023-06-30,2023,6,juni 2023,Jun 2023,3e graad sec. algemeen,27,vacatures_eoy_since_2011_all-4.xlsx
2023-06-30,2023,6,juni 2023,Jun 2023,3e graad sec. kunst,3,vacatures_eoy_since_2011_all-4.xlsx
2023-06-30,2023,6,juni 2023,Jun 2023,3e graad sec. niet gespecificeerd,55,vacatures_eoy_since_2011_all-4.xlsx
2023-06-30,2023,6,juni 2023,Jun 2023,3e graad sec. technisch,222,vacatures_eoy_since_2011_all-4.xlsx
2023-06-30,2023,6,juni 2023,Jun 2023,Academische bachelor,56,vacatures_eoy_since_2011_all-4.xlsx
2023-06-30,2023,6,juni 2023,Jun 2023,Buitengewoon secundair,1,vacatures_eoy_since_2011_all-4.xlsx
2023-06-30,2023,6,juni 2023,Jun 2023,Geen specifieke studievereiste,840,vacatures_eoy_since_2011_all-4.xlsx
2023-06-30,2023,6,juni 2023,Jun 2023,Graduaat (HBO5),33,vacatures_eoy_since_2011_all-4.xlsx
2023-06-30,2023,6,juni 2023,Jun 2023,Lager onderwijs + 1e en 2e graad secundair,92,vacatures_eoy_since_2011_all-4.xlsx
2023-06-30,2023,6,juni 2023,Jun 2023,Master,65,vacatures_eoy_since_2011_all-4.xlsx
2023-06-30,2023,6,juni 2023,Jun 2023,Professionele bachelor,189,vacatures_eoy_since_2011_all-4.xlsx
2023-07-31,2023,7,juli 2023,Jul 2023,3e en 4e gr. sec. beroeps,140,vacatures_eoy_since_2011_all-4.xlsx
2023-07-31,2023,7,juli 2023,Jul 2023,3e graad sec. algemeen,11,vacatures_eoy_since_2011_all-4.xlsx
2023-07-31,2023,7,juli 2023,Jul 2023,3e graad sec. kunst,2,vacatures_eoy_since_2011_all-4.xlsx
2023-07-31,2023,7,juli 2023,Jul 2023,3e graad sec. niet gespecificeerd,26,vacatures_eoy_since_2011_all-4.xlsx
2023-07-31,2023,7,juli 2023,Jul 2023,3e graad sec. technisch,158,vacatures_eoy_since_2011_all-4.xlsx
2023-07-31,2023,7,juli 2023,Jul 2023,Academische bachelor,31,vacatures_eoy_since_2011_all-4.xlsx
2023-07-31,2023,7,juli 2023,Jul 2023,Buitengewoon secundair,10,vacatures_eoy_since_2011_all-4.xlsx
2023-07-31,2023,7,juli 2023,Jul 2023,Geen specifieke studievereiste,521,vacatures_eoy_since_2011_all-4.xlsx
2023-07-31,2023,7,juli 2023,Jul 2023,Graduaat (HBO5),21,vacatures_eoy_since_2011_all-4.xlsx
2023-07-31,2023,7,juli 2023,Jul 2023,Lager onderwijs + 1e en 2e graad secundair,58,vacatures_eoy_since_2011_all-4.xlsx
2023-07-31,2023,7,juli 2023,Jul 2023,Master,50,vacatures_eoy_since_2011_all-4.xlsx
2023-07-31,2023,7,juli 2023,Jul 2023,Professionele bachelor,128,vacatures_eoy_since_2011_all-4.xlsx
2023-08-31,2023,8,augustus 2023,Aug 2023,3e en 4e gr. sec. beroeps,150,vacatures_eoy_since_2011_all-4.xlsx
2023-08-31,2023,8,augustus 2023,Aug 2023,3e graad sec. algemeen,15,vacatures_eoy_since_2011_all-4.xlsx
2023-08-31,2023,8,augustus 2023,Aug 2023,3e graad sec. kunst,0,vacatures_eoy_since_2011_all-4.xlsx
2023-08-31,2023,8,augustus 2023,Aug 2023,3e graad sec. niet gespecificeerd,40,vacatures_eoy_since_2011_all-4.xlsx
2023-08-31,2023,8,augustus 2023,Aug 2023,3e graad sec. technisch,211,vacatures_eoy_since_2011_all-4.xlsx
2023-08-31,2023,8,augustus 2023,Aug 2023,Academische bachelor,40,vacatures_eoy_since_2011_all-4.xlsx
2023-08-31,2023,8,augustus 2023,Aug 2023,Buitengewoon secundair,6,vacatures_eoy_since_2011_all-4.xlsx
2023-08-31,2023,8,augustus 2023,Aug 2023,Geen specifieke studievereiste,813,vacatures_eoy_since_2011_all-4.xlsx
2023-08-31,2023,8,augustus 2023,Aug 2023,Graduaat (HBO5),36,vacatures_eoy_since_2011_all-4.xlsx
2023-08-31,2023,8,augustus 2023,Aug 2023,Lager onderwijs + 1e en 2e graad secundair,94,vacatures_eoy_since_2011_all-4.xlsx
2023-08-31,2023,8,augustus 2023,Aug 2023,Master,65,vacatures_eoy_since_2011_all-4.xlsx
2023-08-31,2023,8,augustus 2023,Aug 2023,Professionele bachelor,175,vacatures_eoy_since_2011_all-4.xlsx
2023-09-30,2023,9,september 2023,Sep 2023,3e en 4e gr. sec. beroeps,188,vacatures_eoy_since_2011_all-4.xlsx
2023-09-30,2023,9,september 2023,Sep 2023,3e graad sec. algemeen,31,vacatures_eoy_since_2011_all-4.xlsx
2023-09-30,2023,9,september 2023,Sep 2023,3e graad sec. niet gespecificeerd,26,vacatures_eoy_since_2011_all-4.xlsx
2023-09-30,2023,9,september 2023,Sep 2023,3e graad sec. technisch,209,vacatures_eoy_since_2011_all-4.xlsx
2023-09-30,2023,9,september 2023,Sep 2023,Academische bachelor,45,vacatures_eoy_since_2011_all-4.xlsx
2023-09-30,2023,9,september 2023,Sep 2023,Buitengewoon secundair,0,vacatures_eoy_since_2011_all-4.xlsx
2023-09-30,2023,9,september 2023,Sep 2023,Geen specifieke studievereiste,932,vacatures_eoy_since_2011_all-4.xlsx
2023-09-30,2023,9,september 2023,Sep 2023,Graduaat (HBO5),22,vacatures_eoy_since_2011_all-4.xlsx
2023-09-30,2023,9,september 2023,Sep 2023,Lager onderwijs + 1e en 2e graad secundair,55,vacatures_eoy_since_2011_all-4.xlsx
2023-09-30,2023,9,september 2023,Sep 2023,Master,47,vacatures_eoy_since_2011_all-4.xlsx
2023-09-30,2023,9,september 2023,Sep 2023,Professionele bachelor,208,vacatures_eoy_since_2011_all-4.xlsx
2023-10-31,2023,10,oktober 2023,Okt 2023,3e en 4e gr. sec. beroeps,186,vacatures_eoy_since_2011_all-4.xlsx
2023-10-31,2023,10,oktober 2023,Okt 2023,3e graad sec. algemeen,18,vacatures_eoy_since_2011_all-4.xlsx
2023-10-31,2023,10,oktober 2023,Okt 2023,3e graad sec. niet gespecificeerd,27,vacatures_eoy_since_2011_all-4.xlsx
2023-10-31,2023,10,oktober 2023,Okt 2023,3e graad sec. technisch,183,vacatures_eoy_since_2011_all-4.xlsx
2023-10-31,2023,10,oktober 2023,Okt 2023,Academische bachelor,33,vacatures_eoy_since_2011_all-4.xlsx
2023-10-31,2023,10,oktober 2023,Okt 2023,Buitengewoon secundair,4,vacatures_eoy_since_2011_all-4.xlsx
2023-10-31,2023,10,oktober 2023,Okt 2023,Geen specifieke studievereiste,905,vacatures_eoy_since_2011_all-4.xlsx
2023-10-31,2023,10,oktober 2023,Okt 2023,Graduaat (HBO5),20,vacatures_eoy_since_2011_all-4.xlsx
2023-10-31,2023,10,oktober 2023,Okt 2023,Lager onderwijs + 1e en 2e graad secundair,88,vacatures_eoy_since_2011_all-4.xlsx
2023-10-31,2023,10,oktober 2023,Okt 2023,Master,61,vacatures_eoy_since_2011_all-4.xlsx
2023-10-31,2023,10,oktober 2023,Okt 2023,Professionele bachelor,183,vacatures_eoy_since_2011_all-4.xlsx
2023-11-30,2023,11,november 2023,Nov 2023,3e en 4e gr. sec. beroeps,166,vacatures_eoy_since_2011_all-4.xlsx
2023-11-30,2023,11,november 2023,Nov 2023,3e graad sec. algemeen,20,vacatures_eoy_since_2011_all-4.xlsx
2023-11-30,2023,11,november 2023,Nov 2023,3e graad sec. niet gespecificeerd,14,vacatures_eoy_since_2011_all-4.xlsx
2023-11-30,2023,11,november 2023,Nov 2023,3e graad sec. technisch,221,vacatures_eoy_since_2011_all-4.xlsx
2023-11-30,2023,11,november 2023,Nov 2023,Academische bachelor,42,vacatures_eoy_since_2011_all-4.xlsx
2023-11-30,2023,11,november 2023,Nov 2023,Buitengewoon secundair,2,vacatures_eoy_since_2011_all-4.xlsx
2023-11-30,2023,11,november 2023,Nov 2023,Geen specifieke studievereiste,824,vacatures_eoy_since_2011_all-4.xlsx
2023-11-30,2023,11,november 2023,Nov 2023,Graduaat (HBO5),22,vacatures_eoy_since_2011_all-4.xlsx
2023-11-30,2023,11,november 2023,Nov 2023,Lager onderwijs + 1e en 2e graad secundair,71,vacatures_eoy_since_2011_all-4.xlsx
2023-11-30,2023,11,november 2023,Nov 2023,Master,50,vacatures_eoy_since_2011_all-4.xlsx
2023-11-30,2023,11,november 2023,Nov 2023,Professionele bachelor,146,vacatures_eoy_since_2011_all-4.xlsx
2023-12-31,2023,12,december 2023,Dec 2023,3e en 4e gr. sec. beroeps,127,vacatures_eoy_since_2011_all-4.xlsx
2023-12-31,2023,12,december 2023,Dec 2023,3e graad sec. algemeen,28,vacatures_eoy_since_2011_all-4.xlsx
2023-12-31,2023,12,december 2023,Dec 2023,3e graad sec. niet gespecificeerd,3,vacatures_eoy_since_2011_all-4.xlsx
2023-12-31,2023,12,december 2023,Dec 2023,3e graad sec. technisch,166,vacatures_eoy_since_2011_all-4.xlsx
2023-12-31,2023,12,december 2023,Dec 2023,Academische bachelor,57,vacatures_eoy_since_2011_all-4.xlsx
2023-12-31,2023,12,december 2023,Dec 2023,Buitengewoon secundair,4,vacatures_eoy_since_2011_all-4.xlsx
2023-12-31,2023,12,december 2023,Dec 2023,Geen specifieke studievereiste,423,vacatures_eoy_since_2011_all-4.xlsx
2023-12-31,2023,12,december 2023,Dec 2023,Graduaat (HBO5),19,vacatures_eoy_since_2011_all-4.xlsx
2023-12-31,2023,12,december 2023,Dec 2023,Lager onderwijs + 1e en 2e graad secundair,52,vacatures_eoy_since_2011_all-4.xlsx
2023-12-31,2023,12,december 2023,Dec 2023,Master,69,vacatures_eoy_since_2011_all-4.xlsx
2023-12-31,2023,12,december 2023,Dec 2023,Professionele bachelor,128,vacatures_eoy_since_2011_all-4.xlsx
2024-01-31,2024,1,januari 2024,Jan 2024,3e en 4e gr. sec. beroeps,253,vacatures_eoy_since_2011_all-3.xlsx
2024-01-31,2024,1,januari 2024,Jan 2024,3e graad sec. algemeen,21,vacatures_eoy_since_2011_all-3.xlsx
2024-01-31,2024,1,januari 2024,Jan 2024,3e graad sec. niet gespecificeerd,7,vacatures_eoy_since_2011_all-3.xlsx
2024-01-31,2024,1,januari 2024,Jan 2024,3e graad sec. technisch,238,vacatures_eoy_since_2011_all-3.xlsx
2024-01-31,2024,1,januari 2024,Jan 2024,Academische bachelor,52,vacatures_eoy_since_2011_all-3.xlsx
2024-01-31,2024,1,januari 2024,Jan 2024,Buitengewoon secundair,0,vacatures_eoy_since_2011_all-3.xlsx
2024-01-31,2024,1,januari 2024,Jan 2024,Geen specifieke studievereiste,1029,vacatures_eoy_since_2011_all-3.xlsx
2024-01-31,2024,1,januari 2024,Jan 2024,Graduaat (HBO5),47,vacatures_eoy_since_2011_all-3.xlsx
2024-01-31,2024,1,januari 2024,Jan 2024,Lager onderwijs + 1e en 2e graad secundair,97,vacatures_eoy_since_2011_all-3.xlsx
2024-01-31,2024,1,januari 2024,Jan 2024,Master,93,vacatures_eoy_since_2011_all-3.xlsx
2024-01-31,2024,1,januari 2024,Jan 2024,Professionele bachelor,177,vacatures_eoy_since_2011_all-3.xlsx
2024-02-29,2024,2,februari 2024,Feb 2024,3e en 4e gr. sec. beroeps,153,vacatures_eoy_since_2011_all-3.xlsx
2024-02-29,2024,2,februari 2024,Feb 2024,3e graad sec. algemeen,19,vacatures_eoy_since_2011_all-3.xlsx
2024-02-29,2024,2,februari 2024,Feb 2024,3e graad sec. niet gespecificeerd,9,vacatures_eoy_since_2011_all-3.xlsx
2024-02-29,2024,2,februari 2024,Feb 2024,3e graad sec. technisch,222,vacatures_eoy_since_2011_all-3.xlsx
2024-02-29,2024,2,februari 2024,Feb 2024,Academische bachelor,24,vacatures_eoy_since_2011_all-3.xlsx
2024-02-29,2024,2,februari 2024,Feb 2024,Buitengewoon secundair,1,vacatures_eoy_since_2011_all-3.xlsx
2024-02-29,2024,2,februari 2024,Feb 2024,Geen specifieke studievereiste,812,vacatures_eoy_since_2011_all-3.xlsx
2024-02-29,2024,2,februari 2024,Feb 2024,Graduaat (HBO5),33,vacatures_eoy_since_2011_all-3.xlsx
2024-02-29,2024,2,februari 2024,Feb 2024,Lager onderwijs + 1e en 2e graad secundair,77,vacatures_eoy_since_2011_all-3.xlsx
2024-02-29,2024,2,februari 2024,Feb 2024,Master,68,vacatures_eoy_since_2011_all-3.xlsx
2024-02-29,2024,2,februari 2024,Feb 2024,Professionele bachelor,176,vacatures_eoy_since_2011_all-3.xlsx
2024-03-31,2024,3,maart 2024,Mrt 2024,3e en 4e gr. sec. beroeps,165,vacatures_eoy_since_2011_all-3.xlsx
2024-03-31,2024,3,maart 2024,Mrt 2024,3e graad sec. algemeen,19,vacatures_eoy_since_2011_all-3.xlsx
2024-03-31,2024,3,maart 2024,Mrt 2024,3e graad sec. niet gespecificeerd,22,vacatures_eoy_since_2011_all-3.xlsx
2024-03-31,2024,3,maart 2024,Mrt 2024,3e graad sec. technisch,163,vacatures_eoy_since_2011_all-3.xlsx
2024-03-31,2024,3,maart 2024,Mrt 2024,Academische bachelor,44,vacatures_eoy_since_2011_all-3.xlsx
2024-03-31,2024,3,maart 2024,Mrt 2024,Buitengewoon secundair,3,vacatures_eoy_since_2011_all-3.xlsx
2024-03-31,2024,3,maart 2024,Mrt 2024,Geen specifieke studievereiste,776,vacatures_eoy_since_2011_all-3.xlsx
2024-03-31,2024,3,maart 2024,Mrt 2024,Graduaat (HBO5),26,vacatures_eoy_since_2011_all-3.xlsx
2024-03-31,2024,3,maart 2024,Mrt 2024,Lager onderwijs + 1e en 2e graad secundair,59,vacatures_eoy_since_2011_all-3.xlsx
2024-03-31,2024,3,maart 2024,Mrt 2024,Master,88,vacatures_eoy_since_2011_all-3.xlsx
2024-03-31,2024,3,maart 2024,Mrt 2024,Professionele bachelor,178,vacatures_eoy_since_2011_all-3.xlsx
2024-04-30,2024,4,april 2024,Apr 2024,3e en 4e gr. sec. beroeps,132,vacatures_eoy_since_2011_all-3.xlsx
2024-04-30,2024,4,april 2024,Apr 2024,3e graad sec. algemeen,15,vacatures_eoy_since_2011_all-3.xlsx
2024-04-30,2024,4,april 2024,Apr 2024,3e graad sec. kunst,2,vacatures_eoy_since_2011_all-3.xlsx
2024-04-30,2024,4,april 2024,Apr 2024,3e graad sec. niet gespecificeerd,10,vacatures_eoy_since_2011_all-3.xlsx
2024-04-30,2024,4,april 2024,Apr 2024,3e graad sec. technisch,158,vacatures_eoy_since_2011_all-3.xlsx
2024-04-30,2024,4,april 2024,Apr 2024,Academische bachelor,24,vacatures_eoy_since_2011_all-3.xlsx
2024-04-30,2024,4,april 2024,Apr 2024,Buitengewoon secundair,1,vacatures_eoy_since_2011_all-3.xlsx
2024-04-30,2024,4,april 2024,Apr 2024,Geen specifieke studievereiste,759,vacatures_eoy_since_2011_all-3.xlsx
2024-04-30,2024,4,april 2024,Apr 2024,Graduaat (HBO5),41,vacatures_eoy_since_2011_all-3.xlsx
2024-04-30,2024,4,april 2024,Apr 2024,Lager onderwijs + 1e en 2e graad secundair,63,vacatures_eoy_since_2011_all-3.xlsx
2024-04-30,2024,4,april 2024,Apr 2024,Master,84,vacatures_eoy_since_2011_all-3.xlsx
2024-04-30,2024,4,april 2024,Apr 2024,Professionele bachelor,179,vacatures_eoy_since_2011_all-3.xlsx
